"percent_price","fuel_type","body_type","transmission","assured_buy","car_availability","total_owners","broker_quote","original_price","car_rating","fitness_certificate","emi_starts_from","booking_down_pymnt"
0.821919606041789,2,2,1,1,1,1,406511,510511,"3",1,9746,62940
0.97109516824993,5,1,1,1,3,1,532787,539287,"3",1,12164,78555
0.795244618494961,2,2,1,1,1,1,805993,981835,"3",1,18136,117120
0.936494202534882,1,2,1,1,1,1,838352,844852,"3",1,18378,118680
0.879343009366437,2,2,1,1,1,2,338100,432822,"3",1,8840,57090
0.969757029308468,2,3,1,1,1,2,285634,292134,"3",1,6580,42495
0.938105499558859,1,2,1,1,1,2,929075,935075,"3",1,20375,131580
0.927566517477837,2,2,1,1,1,1,1252819,1380577,"3",1,29745,192087
0.995694026211285,2,3,1,1,1,2,510224,516724,"3",1,11951,77175
0.839733816929981,1,3,2,1,1,2,250000,325340,"3",1,6346,40980
0.771159096550012,1,1,1,0,1,2,171233,229653,"3",1,4114,26565
0.785872927483238,2,3,1,1,1,1,498046,621346,"3",1,11342,73245
0.78342362235354,1,1,1,1,1,1,269900,349618,"3",1,6362,41085
0.748490313104409,5,1,1,1,1,1,250499,397599,"2",1,6912,44640
0.985358281289177,2,5,1,1,1,2,2079389,2085889,"3",1,47741,308303
0.789754164526308,2,1,1,0,1,1,542150,681350,"3",1,12499,80715
0.7677475596747,1,1,1,1,1,1,196748,261543,"3",1,4664,30120
0.78345462993767,2,3,1,1,1,1,580538,727418,"3",1,13237,85485
0.783545124098774,2,3,1,1,1,1,806945,982967,"3",1,17890,115530
0.815092895840348,2,2,1,1,1,1,261666,326710,"3",1,6185,39945
0.66876339438024,1,3,1,1,1,2,194351,301899,"3",1,4690,30285
0.737325288482502,5,2,1,1,1,1,265195,380699,"3",1,6520,42105
0.709531236403312,5,1,1,1,1,2,107023,149393,"3",0,2462,15900
0.81028151178648,1,5,2,1,1,1,1715000,2053200,"3",1,38643,249551
0.760910775915482,1,3,1,1,1,1,294217,379281,"3",1,6703,43290
0.834491616172817,2,4,1,1,1,2,473961,604199,"3",1,11711,75630
0.816277450445435,1,5,2,1,1,2,433103,544299,"3",1,10320,66645
0.88407825096503,1,3,1,1,1,2,431673,541693,"3",1,11124,71835
0.77418762037345,2,2,1,1,1,1,786072,974052,"3",1,17516,113115
0.798624982104998,1,1,1,1,1,1,227900,293378,"3",1,5442,35145
0.738424636214063,2,3,1,1,1,1,250200,382299,"3",1,6557,42345
0.680203646318025,5,1,1,1,1,1,188143,312699,"3",1,4940,31905
0.752462830606941,5,1,1,1,1,1,326476,418624,"3",1,7317,47250
0.80127755918105,2,4,1,1,1,1,1122405,1359937,"3",1,25311,163454
0.975408207928084,1,3,1,1,1,2,562389,568889,"3",1,12889,83235
0.574468085106383,5,1,1,0,1,2,102000,235000,"2",1,3136,20250
0.875,2,2,1,0,1,1,622000,8e+05,"2",1,16259,105000
0.788409211844065,1,1,1,1,1,1,335275,430359,"3",1,7881,50895
0.724607729187854,1,1,1,1,1,1,209000,275320,"3",1,4634,29925
0.979471997465803,1,3,1,1,1,1,586982,593482,"3",1,13502,87195
0.783514602185834,1,1,1,1,1,1,260695,339367,"3",1,6176,39885
0.71830906565934,5,1,1,1,1,1,203841,354999,"2",1,5923,38250
0.775095569729268,1,1,1,1,1,1,301357,388983,"3",1,7003,45225
0.789366257844866,2,3,1,1,1,1,488155,609475,"3",1,11175,72165
0.773600765901962,1,1,1,1,1,1,624532,779212,"3",1,14002,90420
0.805082485902791,1,1,1,1,1,1,530608,667508,"3",1,12482,80610
0.770875875096018,1,3,1,1,1,1,584054,731634,"3",1,13100,84600
0.817402775193386,1,1,1,0,1,1,234110,300952,"3",1,5714,36900
0.858201299441468,1,1,1,1,1,1,206259,271963,"2",1,5421,35010
0.768091908331138,1,3,1,1,1,2,121141,167036,"3",0,2980,19245
0.766522525743487,1,1,1,1,1,1,249699,324451,"3",1,5777,37305
0.984839574784323,1,1,1,1,1,1,111300,154745,"1",1,3540,22860
0.753451068666343,1,1,1,1,1,1,265004,405599,"3",1,7098,45840
0.802726974460747,1,2,1,1,2,1,847781,999716,"3",1,18640,120375
0.793737295924399,1,1,1,1,1,1,630737,786657,"3",1,14503,93660
0.782330804366894,2,2,1,1,1,2,789419,977079,"3",1,17755,114660
0.809112295949292,1,3,1,1,1,1,382693,486705,"3",1,9147,59070
0.824806981091417,5,3,1,1,1,2,433598,570799,"3",1,10935,70620
0.957575500457579,2,1,1,1,1,1,142000,164999,"3",1,3670,23700
0.79165066403255,2,3,1,1,1,1,562373,705613,"3",1,12975,83790
0.807705811951199,2,2,1,1,1,1,520244,655064,"3",1,12290,79365
0.748427040068025,2,3,1,1,1,1,284923,397499,"3",1,6910,44625
0.817287719082588,2,4,1,1,1,1,1527997,1838519,"3",1,34902,225390
0.781684908925026,2,2,1,1,1,1,844275,1027011,"3",1,18647,120420
0.78094972388858,2,2,1,1,1,1,712131,885331,"3",1,16059,103710
0.81881393716793,2,2,1,1,1,2,1323621,1597369,"3",1,30380,196193
0.768458430468607,2,1,1,1,1,1,490112,610832,"3",1,10903,70410
0.85520405360273,2,2,1,1,1,1,831588,1012038,"3",1,20103,129825
0.848792700909314,5,1,1,1,1,1,242786,325520,"3",1,6418,41445
0.871433622165909,2,2,1,1,1,1,402171,506291,"3",1,10248,66180
0.736842105263158,2,3,1,1,1,1,270000,380000,"3",1,6504,42000
0.705882352941177,2,1,1,0,1,3,175000,340000,"3",1,5575,36000
0.62962962962963,1,1,1,0,1,2,122000,270000,"3",1,3949,25500
0.67741935483871,1,1,1,0,1,2,133000,310000,"2",1,4878,31500
0.72972972972973,2,1,1,0,1,1,198000,370000,"3",1,6271,40500
0.319727891156463,5,1,1,0,1,1,24000,147000,"4",0,1092,7050
0.828178694158076,2,3,1,1,1,1,298000,582000,"1",1,11196,72300
0.473684210526316,1,1,1,0,1,2,36000,190000,"4",0,2090,13500
0.375,1,3,1,0,1,2,34000,160000,"3",0,1394,9000
0.534883720930233,2,1,1,0,1,2,44000,215000,"4",0,2671,17250
0.789473684210526,2,3,1,1,1,1,285000,475000,"2",1,8710,56250
0.714285714285714,2,3,1,0,1,2,203000,350000,"3",1,5807,37500
0.714285714285714,2,1,1,0,1,1,181000,350000,"3",1,5807,37500
0.648628421041536,1,1,1,1,1,1,155549,284599,"3",1,4288,27690
0.826654589988263,1,1,1,1,1,1,305000,391940,"3",1,7526,48600
0.791100461876879,1,1,1,1,1,1,362241,478699,"3",1,8796,56805
0.850355805243446,1,1,1,1,1,1,471000,587400,"3",1,11602,74925
0.821968705659081,1,1,1,1,1,1,440858,561699,"3",1,10724,69255
0.755784707214161,1,1,1,1,1,1,182255,242925,"3",1,4265,27540
0.887214688191886,2,1,1,1,1,1,354140,436759,"3",1,9001,58125
0.730166568177464,1,1,1,1,1,2,253499,370599,"3",1,6285,40590
0.767598386998283,1,1,1,1,1,1,344939,442157,"3",1,7883,50910
0.792824542723314,1,1,1,1,1,1,147948,200043,"3",1,3684,23790
0.96230696307266,1,3,1,1,1,1,350538,356538,"3",1,7969,51465
0.991687679083095,2,1,1,1,1,1,343000,349000,"3",1,8039,51915
0.95421083186381,1,1,1,1,1,1,337578,366899,"3",1,8132,52515
0.756808747102984,1,1,1,1,1,1,272681,411199,"3",1,7228,46680
0.792444567132767,1,1,1,1,1,3,365560,481799,"3",1,8868,57270
0.799357542852213,1,1,1,1,1,1,384668,498399,"3",1,9254,59760
0.974339715938782,1,3,1,1,2,1,476342,533899,"3",1,12083,78030
0.782926037184379,1,1,1,1,1,1,286618,369510,"3",1,6720,43395
0.753754626334958,1,3,1,1,1,1,291992,406099,"3",1,7110,45915
0.982468045477817,1,3,1,1,4,1,895788,906288,"3",1,20682,133560
0.734958216162778,1,1,1,1,1,1,256200,377299,"3",1,6441,41595
0.819499954083935,2,3,1,1,1,1,393916,500914,"3",1,9535,61575
0.929180947580645,1,1,1,1,1,2,390800,396800,"3",1,8564,55305
0.829292154818132,5,1,1,1,3,2,251000,326060,"3",1,6281,40560
0.765807414068885,2,3,1,1,1,1,305000,426999,"3",1,7595,49050
0.968329536899407,1,1,1,1,1,1,408424,414424,"3",1,9321,60195
0.68720577793487,1,1,1,1,1,1,205587,319699,"3",1,5103,32955
0.777837572023716,1,1,1,1,1,1,248777,323331,"3",1,5842,37725
0.802527256175466,1,1,1,1,1,1,380000,506399,"3",1,9440,60960
0.710814664010017,1,1,1,1,1,3,227747,345799,"3",1,5709,36870
0.985541040770228,1,1,1,1,1,2,222366,232866,"3",1,5331,34425
0.806272032456087,2,1,1,1,1,1,420256,526496,"3",1,9860,63675
0.809736449990687,1,1,1,1,1,1,159315,214760,"3",1,4039,26085
0.754841271981544,1,1,1,1,4,1,267200,407899,"3",1,7152,46185
0.758511853445674,1,1,1,1,1,1,289476,414099,"3",1,7296,47115
0.969389059618931,1,1,1,1,1,1,396250,406750,"3",1,9159,59145
0.97101134215501,1,1,1,1,1,1,311400,317400,"3",1,7159,46230
0.733900303087555,5,1,1,1,1,2,264909,375799,"3",1,6406,41370
0.776185712143492,2,3,1,1,1,1,324061,446799,"3",1,8055,52020
0.956419768036715,2,1,1,1,1,2,398633,404633,"3",1,8989,58050
0.72781635224919,5,1,1,1,1,1,258035,367399,"3",1,6211,40110
0.759730321312641,1,1,1,1,1,2,300288,416199,"3",1,7345,47430
0.958963135216469,1,1,1,1,1,1,227770,277799,"2",1,6188,39960
0.835378411167361,2,1,1,1,1,1,426608,534128,"3",1,10364,66930
0.795625987381948,1,1,1,1,1,1,365118,489299,"3",1,9042,58395
0.99762807657247,1,3,1,1,1,1,542000,548500,"3",1,12710,82080
0.858034360576641,1,1,1,1,1,1,288083,358143,"3",1,7138,46095
0.878962239355178,2,1,1,1,1,1,370787,456560,"3",1,9321,60195
0.791056813741775,1,1,1,1,1,1,330900,478599,"3",1,8794,56790
0.999841445760973,1,1,2,1,1,1,613438,630699,"3",1,14647,94590
0.790047848095419,1,1,1,1,1,2,332162,476299,"3",1,8740,56445
0.907620932243664,1,1,1,1,1,3,192894,256714,"2",1,5412,34950
0.833793602356271,1,3,1,1,1,1,556194,696694,"3",1,13493,87135
0.942747055743069,2,2,1,1,1,1,778833,784833,"3",1,17186,110985
0.931522447086166,1,1,1,1,1,1,202913,213413,"3",1,4618,29820
0.728481478364047,1,1,1,1,1,1,219048,368299,"2",1,6232,40245
0.74059595485332,1,1,1,1,1,1,236000,385499,"3",1,6631,42825
0.820105056782451,1,1,1,1,1,1,204912,270330,"3",1,5150,33255
0.837925183022987,2,1,1,1,1,1,460303,616999,"3",1,12009,77550
0.719887170552298,1,3,1,1,1,1,242864,356999,"3",1,5969,38550
0.847676843376761,1,1,1,1,1,1,533938,656499,"3",1,12926,83475
0.960722122048185,2,3,1,1,1,2,592403,598403,"3",1,13353,86235
0.770746838025763,1,1,1,1,1,1,315656,436199,"3",1,7809,50430
0.803246386174594,1,1,1,1,1,1,136500,185745,"2",1,3466,22380
0.805257653861059,1,3,1,1,1,1,400000,513499,"3",1,9605,62025
0.983634343434343,1,1,1,1,1,1,489000,495000,"3",1,11309,73035
0.821268670721485,1,1,1,1,1,1,447274,559499,"3",1,10673,68925
0.691737644074119,1,1,1,1,1,1,151292,324399,"2",1,5212,33660
0.970050306425825,2,2,2,1,1,1,1036014,1042014,"3",1,23478,151621
0.558886452961857,1,1,1,1,1,1,108784,226699,"2",1,2943,19005
0.846315979378537,2,2,1,1,1,1,1054019,1241619,"3",1,24407,157621
0.67958884841028,1,1,1,1,1,1,172526,312099,"2",1,4927,31815
0.704578152372681,1,1,1,1,1,3,198940,338499,"2",1,5540,35775
0.940164613003467,2,2,1,1,1,2,827470,833470,"3",1,18201,117540
0.945382622303173,2,2,2,1,1,1,973025,974525,"3",1,21399,138195
0.753390267300289,1,3,1,1,1,1,290000,405499,"3",1,7096,45825
0.708283863138457,5,1,1,1,1,1,182411,342799,"2",1,5640,36420
0.807875399701448,2,2,1,1,1,1,809879,985423,"3",1,18491,119415
0.639378432666544,1,1,1,1,1,1,161092,277299,"3",1,4118,26595
0.848119266667557,2,1,1,1,1,1,364713,449346,"3",1,8852,57165
0.955405284879148,2,1,1,1,1,1,335894,369999,"3",1,8211,53025
0.771741090484114,5,1,1,1,1,2,312589,438099,"3",1,7853,50715
0.816866081229418,2,1,1,1,1,1,437000,546600,"3",1,10371,66975
0.692684980593056,1,1,1,1,1,1,198029,325399,"2",1,5235,33810
0.670834992873578,1,1,1,1,1,2,172598,303799,"3",1,4734,30570
0.858334976146355,1,1,1,1,1,1,403800,507260,"3",1,10113,65310
0.765724950167411,2,3,1,1,1,1,235400,307028,"3",1,5461,35265
0.884609504620995,2,2,1,1,1,1,518220,621403,"3",1,12768,82455
0.658468778923425,1,1,1,1,1,1,164191,292799,"2",1,4478,28920
0.837563728882953,2,2,1,1,1,1,422653,512915,"3",1,9979,64440
0.664878233506145,1,3,1,1,1,1,180336,298399,"3",1,4608,29760
0.928017994858612,2,1,1,1,1,1,314000,389000,"3",1,8385,54150
0.981812283247534,1,3,2,1,1,1,391131,397631,"3",1,9068,58560
0.94485654735867,2,3,2,1,1,2,965575,971575,"3",1,21323,137700
0.853800184891706,1,3,1,1,1,2,232000,302880,"3",1,6007,38790
0.787602130948438,1,1,1,1,1,1,339684,434736,"3",1,7953,51360
